FULLADDRESS,NOTIFICATION,STATUS,AddressType,CompleteStreetAddress,Add_Number,AddNum_Suf,St_PreDir,AbbreviatedPreDirectional,StreetNamePreModifier,StreetNamePreType,StreetNameSeparator,St_Name,St_PosTyp,AbbreviatedPostType,SubaddressType,SubaddressIdentifier,Floor,Building,Post_Code,NOTES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,CompleteAddressNumber,CompleteStreetName,CompleteSubaddress,PlaceStateZip,Post_Comm,StateName,Inc_Muni,Uninc_Comm,x,y,longitude,latitude
6150 MONUMENT DR #5,,Other,,6150 MONUMENT DRIVE #5,6150,,,,,,,MONUMENT,DRIVE,DR,,5,,,97526,,{6A5DFAB8-BB1A-438A-B453-A014E13D2F8B},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#5,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #15,,Other,,6150 MONUMENT DRIVE #15,6150,,,,,,,MONUMENT,DRIVE,DR,,15,,,97526,,{D4616803-341D-4679-8886-56C80F271505},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#15,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #4,,Other,,6150 MONUMENT DRIVE #4,6150,,,,,,,MONUMENT,DRIVE,DR,,4,,,97526,,{221D1A5B-2AD1-41B1-8ECA-F05CFD3D6BFC},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#4,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #10,,Other,,6150 MONUMENT DRIVE #10,6150,,,,,,,MONUMENT,DRIVE,DR,,10,,,97526,,{D98C5508-6DBF-407F-A097-25FEF6D6CBFA},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#10,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #7,,Other,,6150 MONUMENT DRIVE #7,6150,,,,,,,MONUMENT,DRIVE,DR,,7,,,97526,,{1C5A9858-AEE6-4F4C-80CA-479D86FB1CD7},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#7,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #8,,Other,,6150 MONUMENT DRIVE #8,6150,,,,,,,MONUMENT,DRIVE,DR,,8,,,97526,,{BCCF8DBC-3568-4EF5-BA00-2CD97EF36CF3},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#8,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #13,,Other,,6150 MONUMENT DRIVE #13,6150,,,,,,,MONUMENT,DRIVE,DR,,13,,,97526,,{B42806B6-320D-4099-AB2C-83382B8F2A44},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#13,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #14,,Other,,6150 MONUMENT DRIVE #14,6150,,,,,,,MONUMENT,DRIVE,DR,,14,,,97526,,{0E994820-FCF0-416D-9CCC-5B99DEEBDF5F},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#14,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #6,,Other,,6150 MONUMENT DRIVE #6,6150,,,,,,,MONUMENT,DRIVE,DR,,6,,,97526,,{050956BC-004F-4FE3-98D5-9302537919BE},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#6,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #21,,Other,,6150 MONUMENT DRIVE #21,6150,,,,,,,MONUMENT,DRIVE,DR,,21,,,97526,,{6161C076-D39B-439F-8E22-073DA88271E0},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#21,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #18,,Other,,6150 MONUMENT DRIVE #18,6150,,,,,,,MONUMENT,DRIVE,DR,,18,,,97526,,{8DB9D944-043C-4755-A453-F30AE061213C},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#18,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #1,,Other,,6150 MONUMENT DRIVE #1,6150,,,,,,,MONUMENT,DRIVE,DR,,1,,,97526,,{D1B30E63-3DEF-4898-A53F-BD703017459F},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#1,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #16,,Other,,6150 MONUMENT DRIVE #16,6150,,,,,,,MONUMENT,DRIVE,DR,,16,,,97526,,{8D131D4F-6588-4734-8CD0-6946E2D6266C},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#16,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
6150 MONUMENT DR #19,,Other,,6150 MONUMENT DRIVE #19,6150,,,,,,,MONUMENT,DRIVE,DR,,19,,,97526,,{69FE830D-C052-4839-8F0F-2D2EBC63C19D},,,GPGIS,7/1/2024 18:54:44,6150,MONUMENT DRIVE,#19,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13734435.184999998658895,5237554.650300003588200,-123.378530450000000,42.509144910000003
100 STONEWOOD LN,,Other,,100 STONEWOOD LANE ,100,,,,,,,STONEWOOD,LANE,LN,,,,,97527,,{0A83D4AA-2796-4FFB-82CB-239D10785029},,,GPGIS,1/15/2026 22:02:33,100,STONEWOOD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13737329.817099999636412,5225519.997100003063679,-123.404533380000004,42.429399359999998
105 STONEWOOD LN,,Other,,105 STONEWOOD LANE ,105,,,,,,,STONEWOOD,LANE,LN,,,,,97527,,{D28156E2-D8E4-42FA-A897-F1C79F5D640F},,,GPGIS,1/15/2026 22:13:32,105,STONEWOOD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13737120.482900001108646,5225325.922100000083447,-123.402652900000007,42.428112519999999
1408 1/2 PLAYFORD LN,,Other,,1408 1/2 PLAYFORD LANE ,1408,1/2,,,,,,PLAYFORD,LANE,LN,,,,,97527,,{9A68541D-5519-4F63-8B55-5BCE9F691E3E},,,GPGIS,7/1/2024 18:54:44,1408 1/2,PLAYFORD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728335.265399999916553,5224877.956600002944469,-123.323733939999997,42.425142139999998
821 NW PAWN WAY,,Other,,821 NORTHWEST PAWN WAY ,821,,NORTHWEST,NW,,,,PAWN,WAY,WAY,,,,,97526,,{892C87DA-002C-4E54-AB82-49BAB5E92D93},,,GPGIS,7/1/2024 18:54:44,821,NORTHWEST PAWN WAY,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729542.648499999195337,5230893.172799997031689,-123.334580050000000,42.465016339999998
122 NW ROOK DR,,Other,,122 NORTHWEST ROOK DRIVE ,122,,NORTHWEST,NW,,,,ROOK,DRIVE,DR,,,,,97526,,{C5E64B48-30B6-4E5A-BFA4-C8F09A533CB4},,,GPGIS,7/1/2024 18:54:44,122,NORTHWEST ROOK DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729594.404199998825788,5230897.163500003516674,-123.335044980000006,42.465042779999997
203 NW KNIGHT CT,,Other,,203 NORTHWEST KNIGHT COURT ,203,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{327926E0-8F6A-4F9E-BDEF-FD9EC4C68E23},,,GPGIS,7/1/2024 18:54:44,203,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729665.743400000035763,5230903.289499998092651,-123.335685830000003,42.465083380000003
126 NW ROOK DR,,Other,,126 NORTHWEST ROOK DRIVE ,126,,NORTHWEST,NW,,,,ROOK,DRIVE,DR,,,,,97526,,{8D098C53-28D3-4209-9131-C60B9FCAA8DB},,,GPGIS,7/1/2024 18:54:44,126,NORTHWEST ROOK DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729626.605299999937415,5230890.513899996876717,-123.335334250000002,42.464998719999997
204 NW KNIGHT CT,,Other,,204 NORTHWEST KNIGHT COURT ,204,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{F7E444A4-D6AC-49E1-9F9C-39A60E535485},,,GPGIS,7/1/2024 18:54:44,204,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729719.504000000655651,5230929.213500000536442,-123.336168770000000,42.465255169999999
208 NW KNIGHT CT,,Other,,208 NORTHWEST KNIGHT COURT ,208,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{562E1B88-EEA9-4BE0-A0EA-BEBCB31109E6},,,GPGIS,7/1/2024 18:54:44,208,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729765.712099999189377,5230941.838899999856949,-123.336583869999998,42.465338830000000
215 NW KNIGHT CT,,Other,,215 NORTHWEST KNIGHT COURT ,215,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{467C6DF8-D70D-4B2F-9A4A-481C2BD9DD0E},,,GPGIS,7/1/2024 18:54:44,215,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729760.743999999016523,5230887.359800003468990,-123.336539239999993,42.464977810000001
211 NW KNIGHT CT,,Other,,211 NORTHWEST KNIGHT COURT ,211,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{784B68EF-755D-4AAE-A7B6-52119600ACEF},,,GPGIS,7/1/2024 18:54:44,211,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729726.654400000348687,5230893.466099999845028,-123.336232999999993,42.465018280000002
207 NW KNIGHT CT,,Other,,207 NORTHWEST KNIGHT COURT ,207,,NORTHWEST,NW,,,,KNIGHT,COURT,CT,,,,,97526,,{2AA4A01A-1324-4663-BA4B-90275DA9C536},,,GPGIS,7/1/2024 18:54:44,207,NORTHWEST KNIGHT COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729693.373900000005960,5230887.781700000166893,-123.335934039999998,42.464980609999998
1806 NW 6TH ST SPC A3,,Other,,1806 NORTHWEST 6TH STREET SPACE A3,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A3,,,97526,,{6409F78C-37CC-4686-B518-C7A5F9396867},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A3,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728285.082600001245737,5230012.259000003337860,-123.323283140000001,42.459178440000002
1806 NW 6TH ST SPC A4,,Other,,1806 NORTHWEST 6TH STREET SPACE A4,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A4,,,97526,,{99ED481F-6D3F-4413-BE86-28278FCA549E},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A4,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728293.746399998664856,5230015.301299996674061,-123.323360969999996,42.459198600000001
1806 NW 6TH ST SPC A5,,Other,,1806 NORTHWEST 6TH STREET SPACE A5,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A5,,,97526,,{BBBA91EC-AE77-447B-B547-042DB6CB2DCA},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A5,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728305.456299999728799,5230013.551799997687340,-123.323466159999995,42.459187010000001
1806 NW 6TH ST SPC A6,,Other,,1806 NORTHWEST 6TH STREET SPACE A6,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A6,,,97526,,{1DBE89DD-A39B-4E97-A0C3-AFA10629905F},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A6,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728315.236999999731779,5230010.519000001251698,-123.323554029999997,42.459166910000000
1806 NW 6TH ST SPC A7,,Other,,1806 NORTHWEST 6TH STREET SPACE A7,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A7,,,97526,,{F8BB2741-A47B-47BA-B59E-4BE3DF6A4761},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A7,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728324.759300000965595,5230014.197200000286102,-123.323639569999997,42.459191290000000
1806 NW 6TH ST SPC A8,,Other,,1806 NORTHWEST 6TH STREET SPACE A8,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,A8,,,97526,,{AE573295-AA64-4D8A-8023-ECCD29C60DC1},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE A8,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728335.937599999830127,5230015.171700000762939,-123.323739979999999,42.459197750000001
1806 NW 6TH ST SPC C8,,Other,,1806 NORTHWEST 6TH STREET SPACE C8,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,C8,,,97526,,{CE3CD0D9-6017-47AC-823E-F28B1A54E6EA},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE C8,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728308.327700000256300,5229972.534599997103214,-123.323491959999998,42.458915169999997
1806 NW 6TH ST SPC C7,,Other,,1806 NORTHWEST 6TH STREET SPACE C7,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,C7,,,97526,,{A4317363-0BE5-4DEC-BAF5-F522AFBD42B1},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE C7,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728299.725400000810623,5229972.250299997627735,-123.323414679999999,42.458913289999998
1806 NW 6TH ST SPC C6,,Other,,1806 NORTHWEST 6TH STREET SPACE C6,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,C6,,,97526,,{6B3030EF-EB2E-4785-915E-07B010538A8F},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE C6,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728291.442499998956919,5229972.818400003015995,-123.323340279999996,42.458917049999997
1806 NW 6TH ST SPC C5,,Other,,1806 NORTHWEST 6TH STREET SPACE C5,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,C5,,,97526,,{F5D4981B-E1AE-4815-9054-3158F8FA4DA3},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE C5,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728283.334699999541044,5229971.798199996352196,-123.323267439999995,42.458910289999999
1806 NW 6TH ST SPC B44,,Other,,1806 NORTHWEST 6TH STREET SPACE B44,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,B44,,,97526,,{A3D4A854-88C2-4AA2-BD87-72975D1EAB58},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE B44,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728346.138900000602007,5229988.192500002682209,-123.323831620000007,42.459018940000000
1806 NW 6TH ST SPC B45,,Other,,1806 NORTHWEST 6TH STREET SPACE B45,1806,,NORTHWEST,NW,,,,6TH,STREET,ST,SPACE,B45,,,97526,,{70975C94-D582-4D98-9478-F43EE2087861},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST 6TH STREET,SPACE B45,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728330.875399999320507,5229979.805500000715256,-123.323694509999996,42.458963359999998
1454 NW 6TH ST,,Other,,1454 NORTHWEST 6TH STREET ,1454,,NORTHWEST,NW,,,,6TH,STREET,ST,,,,,97526,,{577EA26E-0C3C-476D-AF12-4F4FB1494295},,,GPGIS,7/1/2024 18:54:44,1454,NORTHWEST 6TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728231.853700000792742,5229284.691600002348423,-123.322804980000001,42.454356380000000
165 CANYON DR,,Other,,165 CANYON DRIVE ,165,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{4E761B42-478A-4D5C-AFCF-3A3A9A6D822A},,,GPGIS,7/1/2024 18:54:44,165,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725354.752199999988079,5224069.098099999129772,-123.296959540000003,42.419778370000003
163 CANYON DR,,Other,,163 CANYON DRIVE ,163,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{2A7D19E4-3DC6-447D-A9F4-0D00CBF923A1},,,GPGIS,7/1/2024 18:54:44,163,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725390.797299999743700,5224109.471299998462200,-123.297283340000007,42.420046100000000
171 CANYON DR,,Other,,171 CANYON DRIVE ,171,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{E26674CB-722F-4253-8304-64DCE64775F4},,,GPGIS,7/1/2024 18:54:44,171,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725409.812699999660254,5224070.598200000822544,-123.297454160000001,42.419788310000001
2131 ROGUE RIVER HWY,,Current,SERVICE,2131 ROGUE RIVER HIGHWAY ,2131,,,,,,,ROGUE RIVER,HIGHWAY,HWY,,,,,97527,,{6669C197-13AC-463F-A8FC-F27830D36DFD},,,EROSE,10/10/2024 19:08:25,2131,ROGUE RIVER HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725333.998100001364946,5224412.296800002455711,-123.296773099999996,42.422054269999997
2127 ROGUE RIVER HWY,,Current,SERVICE,2127 ROGUE RIVER HIGHWAY ,2127,,,,,,,ROGUE RIVER,HIGHWAY,HWY,,,,,97527,,{A0771278-9145-4F35-ACB6-D3F84123EF38},,,EROSE,10/10/2024 19:08:25,2127,ROGUE RIVER HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725353.438900001347065,5224407.004000000655651,-123.296947739999993,42.422019169999999
1779 HAMILTON LN,,Other,,1779 HAMILTON LANE ,1779,,,,,,,HAMILTON,LANE,LN,,,,,97527,,{EEC071D0-74FC-4B9C-8562-A2F5166CE589},,,GPGIS,7/1/2024 18:54:44,1779,HAMILTON LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13726486.375799998641014,5223633.467100001871586,-123.307125090000000,42.416889380000001
1775 HAMILTON LN,,Other,,1775 HAMILTON LANE ,1775,,,,,,,HAMILTON,LANE,LN,,,,,97527,,{A1D3199A-399F-46E7-8662-DA2CAFF99BD5},,,GPGIS,7/1/2024 18:54:44,1775,HAMILTON LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13726489.580800000578165,5223674.867100000381470,-123.307153880000001,42.417163940000002
873 NE TOKAY HTS,,Other,,873 NORTHEAST TOKAY HEIGHTS ,873,,NORTHEAST,NE,,,,TOKAY,HEIGHTS,HTS,,,,,97526,,{9465F1AA-BEA0-47C1-88C3-0C376C43D936},,,GPGIS,7/1/2024 18:54:44,873,NORTHEAST TOKAY HEIGHTS,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725936.501299999654293,5227852.714500002563000,-123.302185480000006,42.444864650000000
650 SE J ST,https://www.grantspassoregon.gov/DocumentCenter/View/29152/696_SE_J_ST_VERIFICATION,Current,PARENT,650 SOUTHEAST J STREET ,650,,SOUTHEAST,SE,,,,J,STREET,ST,,,,,97526,,{22B84956-F2B8-4945-A793-5CE84EEA9EE1},,,GPGIS,7/1/2024 18:54:44,650,SOUTHEAST J STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13727866.545400001108646,5226604.067400000989437,-123.319523360000005,42.436586929999997
964 1/2 NE 11TH ST,,Other,,964 1/2 NORTHEAST 11TH STREET ,964,1/2,NORTHEAST,NE,,,,11TH,STREET,ST,,,,,97526,,{3A37BF1F-C7FE-49FB-8066-79AE9D9FAC6C},,,GPGIS,7/1/2024 18:54:44,964 1/2,NORTHEAST 11TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13727000.220800001174212,5228274.889600001275539,-123.311741029999993,42.447663149999997
1831 NE 6TH ST,,Other,,1831 NORTHEAST 6TH STREET ,1831,,NORTHEAST,NE,,,,6TH,STREET,ST,,,,,97526,,{827288D3-DAC4-4E30-AE28-134239B7BAB1},,,GPGIS,7/1/2024 18:54:44,1831,NORTHEAST 6TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728182.504599999636412,5230107.841099999845028,-123.322361670000006,42.459811899999998
204 SW G ST,https://www.grantspassoregon.gov/DocumentCenter/View/27848/144_SW_G_ST_VERIFICATION,Current,,204 SOUTHWEST G STREET ,204,,SOUTHWEST,SW,,,,G,STREET,ST,,,,,97526,,{9547AB4E-454D-4C83-9753-683D7DAC6BD2},,,GPGIS,7/1/2024 18:54:44,204,SOUTHWEST G STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728810.987599998712540,5227047.108199998736382,-123.328007430000000,42.439524130000002
315 SE K ST #A,,Other,,315 SOUTHEAST K STREET #A,315,,SOUTHEAST,SE,,,,K,STREET,ST,,A,,,97526,,{67941E34-B587-4465-9132-F6F59E662F39},,,GPGIS,7/1/2024 18:54:44,315,SOUTHEAST K STREET,#A,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728557.411399999633431,5226360.045199997723103,-123.325729519999996,42.434969090000003
1046 IRONWOOD DR,,Other,,1046 IRONWOOD DRIVE ,1046,,,,,,,IRONWOOD,DRIVE,DR,,,,,97526,,{2BD2F561-656F-4BA0-85D5-6F16722E4CE5},,,GPGIS,7/1/2024 18:54:44,1046,IRONWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731587.799300000071526,5226014.810699999332428,-123.352951950000005,42.432680159999997
1054 IRONWOOD DR,,Other,,1054 IRONWOOD DRIVE ,1054,,,,,,,IRONWOOD,DRIVE,DR,,,,,97526,,{86E02879-0EDE-4F32-845F-C734394D772C},,,GPGIS,7/1/2024 18:54:44,1054,IRONWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731617.791899999603629,5226014.179899998009205,-123.353221379999994,42.432675979999999
1070 IRONWOOD DR,,Other,,1070 IRONWOOD DRIVE ,1070,,,,,,,IRONWOOD,DRIVE,DR,,,,,97526,,{2D6E5192-71E4-48DD-B080-183D998080EA},,,GPGIS,7/1/2024 18:54:44,1070,IRONWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731642.406700000166893,5225971.022100001573563,-123.353442500000000,42.432389829999998
1062 IRONWOOD DR,,Other,,1062 IRONWOOD DRIVE ,1062,,,,,,,IRONWOOD,DRIVE,DR,,,,,97526,,{BCB15ABB-C58B-42F6-AA37-9BD630DB1595},,,GPGIS,7/1/2024 18:54:44,1062,IRONWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731637.738099999725819,5225994.979900002479553,-123.353400559999997,42.432548679999996
2129 SW RHUMBA DR,,Other,,2129 SOUTHWEST RHUMBA DRIVE ,2129,,SOUTHWEST,SW,,,,RHUMBA,DRIVE,DR,,,,,97526,,{58CAACCC-F36B-4641-9A45-74776D034AFE},,,GPGIS,7/1/2024 18:54:44,2129,SOUTHWEST RHUMBA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731689.146600000560284,5225988.825900003314018,-123.353862370000002,42.432507880000003
902 SCHAEFERS LN,,Other,,902 SCHAEFERS LANE ,902,,,,,,,SCHAEFERS,LANE,LN,,,,,97526,,{BACFF1E4-182C-4704-9A1C-70E74BA5005B},,,GPGIS,7/1/2024 18:54:44,902,SCHAEFERS LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732017.919300001114607,5226073.378700003027916,-123.356815789999999,42.433068480000003
2143 LOWER RIVER RD,,Other,,2143 LOWER RIVER ROAD ,2143,,,,LOWER,,,RIVER,ROAD,RD,,,,,97526,,{560D24D6-DF08-4E0E-8F1E-AADAFACEB590},,,GPGIS,7/1/2024 18:54:44,2143,LOWER RIVER ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731591.421099999919534,5226086.012999996542931,-123.352984489999997,42.433152239999998
2151 LOWER RIVER RD,,Other,,2151 LOWER RIVER ROAD ,2151,,,,LOWER,,,RIVER,ROAD,RD,,,,,97526,,{A338FBB3-8340-4536-B12E-8CB3C2BEF057},,,GPGIS,7/1/2024 18:54:44,2151,LOWER RIVER ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731648.867800001055002,5226078.561800003051758,-123.353500539999999,42.433102839999997
