LICENSENUMBER,ContactName,CompanyName,DBA,NumberOfEmployees,Location,CodeNumber,BusinessType,BUSINESSPHONE,OpenedDate,BLGLOBALENTITYEXTENSIONID,situs_addressline1,situs_addressline2,situs_addressline3,situs_predirection,situs_streettype,situs_postdirection,situs_unitorsuite,situs_city,situs_state,situs_postalcode,mailing_addressline1,mailing_addressline2,mailing_addressline3,mailing_predirection,mailing_streettype,mailing_postdirection,mailing_unitorsuite,mailing_city,mailing_state,mailing_postalcode,ISSUEDDATE,EXPIRATIONDATE
BTAX-041990-10-2025,,ALPINE CONSTRUCTION & REMODELING INC.,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5418906752,10/26/2023 0:00,47760fc8-bb11-4b78-acf7-71854f70b8c6,1868,GABRIEL,,,WAY,,,MEDFORD,OR,97501,PO BOX 4176,,,,,,,MEDFORD,OR,97501,10/10/2025 11:07,10/31/2026 11:07
BTAX-042026-10-2025,TROY  CRUMLEY,AZTEC ELECTRICAL              ,,1,Outside City Limits,238210,Contractor-Electrical,5412458560,2/15/2013 0:00,90355E71-7A71-4779-B110-188754918D8D,,,,,,,,,,,PO BOX 1567,,,,,,,MEDFORD,OR,97501,10/15/2025 9:54,10/31/2026 9:54
BTAX-042032-10-2025,ERIC  RITCHEY,ALL NATURAL PEST ELIMINATION  ,,3,Outside City Limits,561710,Pest Control,5414714895,1/30/1997 0:00,82919195-6D59-4E13-BF4C-2E065601D58A,,,,,,,,,,,3445,PACIFIC,,S,HWY,,,MEDFORD,OR,97501,10/15/2025 10:47,10/31/2026 10:47
BTAX-042054-10-2025,DAVE  WRIGHT,COMMERCIAL & RESIDENTIAL MAINTENANCE,C & R MAINTENANCE,1,Outside City Limits,238190,Contractor-General/Building Exterior,5418422427,9/27/2012 0:00,B3139BC5-6280-4ABD-AF2A-93E6112678D8,718,BLACK OAK,,,DR,,A,MEDFORD,OR,97504,718,BLACK OAK,,,DR,,SUTIE A,MEDFORD,OR,97504,10/20/2025 12:36,10/31/2026 12:36
BTAX-042073-10-2025,,G P VENTURES LLC              ,,4,Inside City Limits,531311,Property Management,5419441470,5/10/2007 0:00,5DC2CC04-CE80-4204-A838-A5874A187827,162,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,PO BOX 4129,,,,,,,MEDFORD,OR,97501,10/20/2025 15:20,10/31/2026 15:20
BTAX-042074-10-2025,ROBERT & CAEL  NEATHAMER,NEATHAMER SURVEYING INC      ,,10,Outside City Limits,541370,Surveying/Mapping Services,5417322869,7/1/2005 0:00,6D6D0134-5E1F-4BFA-9A0B-C61F5DC5AACF,,,,,,,,,,,PO BOX 1584,,,,,,,MEDFORD,OR,97501,10/20/2025 15:23,10/31/2026 15:23
BTAX-042075-10-2025,DARYL  ACKLEY,ACKLEY COUNSELING & EMPLOYMENT,,2,Outside City Limits,561311,Employment Agency,5418268344,8/1/2015 0:00,48ABE6B4-2B4C-4FAC-88D8-83625CEC66A6,1600,SKYPARK,,,DR,,# 203,MEDFORD,OR,97504,1600,SKYPARK,,,DR,,# 203,MEDFORD,OR,97504,10/20/2025 15:25,10/31/2026 15:25
BTAX-042159-10-2025,JONATHAN BECK,PURELIGHT POWER NEWCO LLC,,9,Outside City Limits,238220,Solar Equipment Installation,5418164047,5/1/2019 0:00,745867e2-4366-4cd2-a704-de68a2d986f4,,,,,,,,,,,3521,AVION,,,DR,,200,MEDFORD,OR,97504,10/30/2025 11:41,10/31/2026 11:41
BTAX-042164-10-2025,PHILIP L & CYNTHIA L  SANDER,SANDER FAMILY ENTERPRISES LLC ,SOUTHERN OREGON BACKFLOW,3,Inside City Limits,238190,Contractor-General/Building Exterior,5414720280,5/21/1998 0:00,9CAE7AFD-838C-4B2E-82BB-4EBE922CD269,2074,COMMERCE,,,DR,,# 102,MEDFORD,OR,97504,PO BOX 1545,,,,,,,MEDFORD,OR,97501,10/30/2025 12:45,10/31/2026 12:45
BTAX-042207-11-2025,WAYNE MARTHALLER,WAYNE ANTHONY MARTHALLER HVAC,,3,Outside City Limits,238220,Contractor-HVAC Services,5418408767,2/10/2016 0:00,8afa3739-4999-45ad-8b70-7ea87e68de1d,,,,,,,,,,,1300,MAIN,,E,ST,,,MEDFORD,OR,97504,11/4/2025 11:12,11/30/2026 11:12
BTAX-042211-11-2025,,S O S ALARM & MEDFORD ALARM & SIGNAL,,2,Inside City Limits,561621,Security System Services,5417733900,2/22/1999 0:00,487554C4-BC19-48E2-979E-42EDDD5502DB,360,H,,SE,ST,,,GRANTS PASS,OR,97526,3273,BIDDLE,,,RD,,,MEDFORD,OR,97504,11/4/2025 11:26,10/31/2026 11:26
BTAX-042223-11-2025,,ROGUE CREDIT UNION,,14,Inside City Limits,522130,Finance-Credit Union,5418587328,9/20/2017 0:00,dbec48fb-16cf-4fe3-a508-bed4bfaf1fe9,249,TERRY,,NE,LN,,,GRANTS PASS,OR,97526,PO BOX 4550,,,,,,,MEDFORD,OR,97501,11/6/2025 11:43,10/31/2026 11:43
BTAX-042226-11-2025,DOUGLAS STRILEY,CENTRAL ELECTRIC LIGHTING INC,,5,Outside City Limits,238210,Contractor-Electrical,5417731618,9/7/2017 0:00,41a4cd8f-dd55-4afb-a24a-fa58348cf384,,,,,,,,,,,PO BOX 8037,,,,,,,MEDFORD,OR,97501,11/6/2025 12:16,11/30/2026 12:16
BTAX-042236-11-2025,JOHN DUFFIE,CD ARCHITECTS LLP,,3,Outside City Limits,541310,Architectural Services,5417794363,10/6/2022 0:00,bff6c8a8-a44d-44ea-a61e-960b31dc3b9e,,,,,,,,,,,1175,MAIN,,E,ST,,,MEDFORD,OR,97504,11/7/2025 10:06,11/30/2026 10:06
BTAX-042294-11-2025,,GARAGE DOOR COMPANY / OVERHEAD  ,,3,Outside City Limits,238990,Contractor-Trade/Specialty,5417790873,9/4/1998 0:00,DDA7C3C8-0470-4080-A064-695CDDA75D55,,,,,,,,,,,PO BOX 8193,,,,,,,MEDFORD,OR,97504,11/17/2025 15:40,11/30/2026 15:40
BTAX-042337-11-2025,MARK MERCER,J AND J THOMAS INC,,16,Inside City Limits,541611,Consulting Service,5412189672,10/1/2009 0:00,D65234B6-B365-4AE2-B759-96B881CDAAC4,1051,6TH,,NW,ST,,STE 2C,GRANTS PASS,OR,97526,897,ROYAL,,,AVE,,STE B,MEDFORD,OR,97504,11/24/2025 11:23,11/30/2026 11:23
BTAX-042371-12-2025,ROXANN STRONG,ROXANN STRONG CPA INC.,,1,Inside City Limits,4239,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,5036848111,6/18/2020 0:00,e31a6b90-f309-4c47-b9a6-5db084e5795d,,,,,,,,,,,2001,TABLE ROCK,,,RD,,APT 105,MEDFORD,OR,975011490,12/2/2025 11:46,12/31/2026 11:46
BTAX-042410-12-2025,DAN LAUTENSCHLEGER,SPECIFIC ENERGY,BATTERIES PLUS BULBS,5,Inside City Limits,449210,Retail-Electronics,5418585103,2/1/2019 0:00,37a756f4-0aed-4315-951b-8118c818158c,200,TERRY,,NE,LN,,B,GRANTS PASS,OR,97526,3599,CRATER LAKE,,,HWY,,,MEDFORD,OR,97504,12/8/2025 12:16,12/31/2026 12:16
BTAX-042462-12-2025,,S & B JAMES CONSTRUCTION,,2,Outside City Limits,238190,Contractor-General/Building Exterior,5418265668,1/1/1997 0:00,41BF328C-7335-46A4-9321-A4BB603F7149,,,,,,,,,,,2055,CARDINAL,,,AVE,,,MEDFORD,OR,97504,12/15/2025 12:01,12/31/2026 12:01
BTAX-042488-12-2025,,PATTERSON PLUMBING COMPANY,,2,Outside City Limits,238220,Plumber,5417732768,3/1/1993 0:00,CEC72E97-E66F-4419-BB4A-5BCBA1F4B7F0,,,,,,,,,,,2086,LARS ,,,WAY,,,MEDFORD,OR,97501,12/22/2025 10:23,8/31/2026 10:23
BTAX-042546-01-2026,DHRUV ANEJA,COSMIC CLOUD,,8,Inside City Limits,459991,Retail-General Merchandise ,7074904692,11/18/2021 0:00,7a972014-168e-420c-a694-6d679b345925,786,7TH,,SE,ST,, B,GRANTS PASS,OR,97526,2640,BARNETT,,E,RD,,E-420,MEDFORD,OR,97504,1/2/2026 15:55,12/31/2026 15:55
BTAX-042574-01-2026,ANA LLELY RODRIGUEZ LOPEZ,TIJUANA'S BIRRIA CORP,,2,Inside City Limits,722511,Restaurant,5412188105,7/10/2023 0:00,8e05a0a8-6d59-4ba7-ae71-bf247189a6a4,1330,6TH,,NW,ST,,SUITE I,GRANTS PASS,OR,97526,PO BOX 4072,,,,,,,MEDFORD,OR,97501,1/7/2026 15:34,12/31/2026 15:34
BTAX-042611-01-2026,YUJEN  WANG,OREGON RETINA SPECIALISTS LLC ,OREGON RETINA CENTER,4,Inside City Limits,621320,Medical-Ophthalmologist,5417702020,8/29/2009 0:00,E5CDDD1A-A171-4CA0-8FE4-1305865A3739,1867,WILLIAMS,, ,HWY,,SUITE 107,GRANTS PASS,OR,97527,1518,BARNETT,,E,RD,,,MEDFORD,OR,97504,1/12/2026 16:04,1/31/2027 16:04
BTAX-042621-01-2026,MATTHEW WIEGAND,MWIEGAND INC,MR MINIBLIND OF SOUTHERN OREGON,2,Inside City Limits,811490,Personal & Household Goods Repair/Maint,5417733359,1/1/1991 0:00,bbbdcf9b-dd91-4c08-90d6-d0d1ba8f226a,,,,,,,,,,,PO BOX 94,,,,,,,MEDFORD,OR,97501,1/13/2026 11:44,12/31/2026 11:44
BTAX-042646-01-2026,RONNI GARCIA,ROCKSTAR LA HAIR STUDIO & ACADEMY,,4,Inside City Limits,812112,Beauty Salon,5414410982,1/10/2017 0:00,c1c9c180-e972-4fe5-9ab9-c9064a8a3e68,212,8TH,,SE,ST,,,GRANTS PASS,OR,97526,2798,YVONNE,,,RD,,,MEDFORD,OR,97504,1/16/2026 12:13,12/31/2026 12:13
BTAX-042688-01-2026,MATTHEW HILL,GALAXY VAPE,,5,Inside City Limits,459991,Retail-Tobacco Store,5416902900,1/22/2024 0:00,2ffae9d3-a912-40e7-add4-2623c73b0a52,1607,WILLIAMS,,,HWY,,3A,GRANTS PASS,OR,97527,2640,BARNETT,,E,RD,,STE E420,MEDFORD,OR,97504,1/26/2026 14:34,1/31/2027 14:34
BTAX-042704-01-2026,MARY FITZSIMMONS,RVTC LLC,ROGUE VALLEY TUTORING ,3,Inside City Limits,611710,Educational Support Services,5417792010,10/31/2018 0:00,20d8adee-e957-435c-8dfc-5313fc474539,1051,6TH,,NE,ST,,STE 2F,GRANTS PASS,OR,97526,2650,BULLOCK,,,RD,,,MEDFORD,OR,97504,1/30/2026 16:03,1/31/2027 16:03
BTAX-042785-02-2026,ROLANDO RODRIGUEZ,TROPIC AIR INC,"TROPIC AIR, INC",6,Outside City Limits,238220,Contractor-HVAC Services,5417739866,9/16/2019 0:00,298f380d-67f4-49b0-a1da-91a10704e2a0,2728,MAIN,,W,ST,,,MEDFORD,OR,97501,518,JEANETTE,,,AVE,,,MEDFORD,OR,97501,2/10/2026 12:39,2/28/2027 12:39
BTAX-042799-02-2026,KEVIN ROBERTS,SANITECH BUILDING MAINTENANCE LLC,,3,Inside City Limits,561720,Janitorial Services,5417734883,11/3/2022 0:00,ee50969d-8943-4be6-95f2-d15af1c985dd,,,,,,,,,,,1960,TABLE ROCK,,,RD,,,MEDFORD,OR,97501,2/12/2026 9:27,2/28/2027 9:27
BTAX-042820-02-2026,JOSHUA STEWART,"GOOD CLEAN FUN, LLC",,5,Outside City Limits,561790,Pressure Washing,5416221423,1/5/2022 0:00,c34ed96e-4041-4432-84ca-da2a6f9cd5a3,,,,,,,,,,,901,ARCHER,,,DR,,,MEDFORD,OR,97501,2/18/2026 10:57,2/28/2027 10:57
BTAX-042822-02-2026,CARLA TRYBER,AAA ABSOLUTE AIR AUTHORITY LLC,,3,Outside City Limits,238220,Contractor-HVAC Services,5417081311,9/22/2017 0:00,7989a6c2-16c5-486a-9e8d-8c7ce11507e8,,,,,,,,,,,1670,STEWART,,W,AVE,,,MEDFORD,OR,97501,2/18/2026 11:06,2/28/2027 11:06
BTAX-042855-02-2026,JERROD MORRIS,"COWBOY PLUMBING, LLC",,2,Outside City Limits,238220,Plumber,5419519661,1/5/2022 0:00,98e8351f-bca5-43b9-95e0-4376e857ba8e,,,,,,,,,,,1111,OAK GROVE,,,RD,,,MEDFORD,OR,97501,2/27/2026 9:03,2/28/2027 9:03
BTAX-042863-02-2026,,CARLSON CONSTRUCTION,,2,Outside City Limits,238910,Excavation - Site Preparation,5416013849,11/1/2022 0:00,9ea58b91-65e9-45da-865e-7c00a05b8641,,,,,,,,,,,PO BOX 1503,,,,,,,MEDFORD,OR,97501,2/27/2026 11:03,2/28/2027 11:03
BTAX-042889-03-2026,,NATHAN PERRY HEATING & AIR    ,,2,Outside City Limits,238220,Contractor-HVAC Services,5418262194,1/21/2005 0:00,9E2B9E05-2FD7-48D7-8FC9-7D29F14DD585,,,,,,,,,,,972,ROSS,,N,LN,,,MEDFORD,OR,97501,3/4/2026 9:07,2/28/2027 9:07
BTAX-042960-03-2026,RONALD DELUCA,PACIFIC RENTAL PROPERTIES LLC,PACIFIC RENTAL PROPERTIES,1,Outside City Limits,531311,Property Management,5418976500,3/18/2022 0:00,15aa6efc-20cc-446d-959f-f6991a4fcdbc,,,,,,,,,,,800,ELLENDALE,,,DR,,,MEDFORD,OR,97504,3/13/2026 13:54,3/31/2027 13:54
BTAX-042963-03-2026,JOHN SAUSE,"DRIVE CAR WASH, INC",CRATER CAR WASH,6,Inside City Limits,811192,Car Wash & Detailing,5419168544,3/22/2018 0:00,7246ccc6-4033-41c1-817b-84d27f6c28ef,1562,F,,NE,ST,, ,GRANTS PASS,OR,97526,1134,COURT,,,ST,,,MEDFORD,OR,97501,3/13/2026 14:30,3/31/2027 14:30
BTAX-042966-03-2026,DANIEL PARRISH,MODERN ELECTRIC INC,,2,Outside City Limits,238210,Contractor-Electrical,5417787999,3/7/2019 0:00,008b1b00-9423-4bb5-b2a0-2689202012e5,518,FIR,,S,ST,,,MEDFORD,OR,97501,PO BOX 4068,,,,,,,MEDFORD,OR,97501,3/13/2026 14:54,3/31/2027 14:54
BTAX-043051-03-2026,"HERNANDEZ, MACKEY, PURDY & HALL",S & B JAMES CONSTRUCTION MGMT CO,,2,Outside City Limits,238190,Contractor-General/Building Exterior,5418265668,7/1/2006 0:00,EB0C8D8F-72D6-4328-87E0-252FE8864638,,,,,,,,,,,2055,CARDINAL,,,AVE,,,MEDFORD,OR,97501,3/31/2026 16:00,3/31/2027 16:00
BTAX-043087-04-2026,ROBB MAYERS,OUTLIER CONSTRUCTION CO,,7,Outside City Limits,238190,Contractor-General/Building Exterior,5416222040,3/21/2018 0:00,9e400b67-e0b2-4c32-b66c-12074fbd466c,,,,,,,,,,,2870,NANSEN,,,DR,,,MEDFORD,OR,97504,4/7/2026 8:53,4/30/2027 8:53
BTAX-043088-04-2026,TODD  MARTHOSKI,M & M SERVICES LLC,,3,Outside City Limits,238990,Contractor-Trade/Specialty,5416188536,1/25/2016 0:00,6D5DC855-9F1C-4561-9FA9-78DDE4500940,38,STAGE,,S,RD,,,MEDFORD,OR,97501,PO BOX 1093,,,,,,,MEDFORD,OR,97501,4/7/2026 8:56,4/30/2027 8:56
BTAX-043130-04-2026,JODY  GROW,TIDALZONE MAINTENANCE LLC     ,,1,Outside City Limits,561720,Cleaning Service,5418407368,11/1/2015 0:00,5E4A74D0-CE3E-4004-8C63-F6CC224FAB8E,,,,,,,,,,,2953,IRIS,,,CIR,,,MEDFORD,OR,97504,4/14/2026 13:03,3/31/2027 13:03
BTAX-043201-04-2026,LUCAS MAIN,LUCAS MAIN CONSTRUCTION       ,,4,Outside City Limits,238190,Contractor-General/Building Exterior,5416603361,1/6/2015 0:00,CD7CE176-2752-4622-80BF-D133C257ECB2,,,,,,,,,,,3500,STAGE,,S,RD,,,MEDFORD,OR,97501,4/27/2026 11:28,3/31/2027 11:28
BTAX-043273-05-2026,DAVID CUTTRELL,"BROWN & BROWN INSURANCE SERVICES, INC",,1,Outside City Limits,524210,Insurance Agency & Brokerages,5414942675,3/15/2021 0:00,926ab420-139e-4cc9-ac95-cb70675526fd,,,,,,,,,,,3256,HILLCREST PARK,,,DR,,,MEDFORD,OR,97504,5/12/2026 9:43,4/30/2027 9:43
BTAX-043279-05-2026,GREG MAJOR,BASE ONE PLUMBING LLC,BASE ONE PLUMBING LLC,2,Outside City Limits,238190,Contractor-General/Building Exterior,5419517501,3/4/2020 0:00,c0ace166-0e87-4734-a382-b1842b88b956,2640,BARNETT,,E,RD,,,MEDFORD,OR,97504,2640,BARNETT,,E,RD,,,MEDFORD,OR,97504,5/13/2026 11:05,5/31/2027 11:05
BTAX-043310-05-2026,JACQUELINE YOUNG,CLEAR CHOICE WINDOW CLEANING LLC,CLEAR CHOICE WINDOW CLEANING,2,Outside City Limits,561720,Cleaning Service,5412413144,5/1/2020 0:00,c5c39a38-2b88-47ea-ae7a-8560d82543b7,,,,,,,,,,,325,RIVERSIDE,,S,AVE,,#8565,MEDFORD,OR,97501,5/19/2026 9:19,5/31/2027 9:19
BTAX-043354-05-2026,NISHA JACKSON,,ONE PEAK MEDICAL GP 7TH ST,16,Inside City Limits,621498,Medical-Outpatient Care Center,5412377420,3/1/2020 0:00,47bc16ca-bd70-42b0-a924-e4cc5c7a0754,1325,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,2040,COMMERCE,,,,,,MEDFORD,OR,97504,5/29/2026 10:52,5/31/2027 10:52
BTAX-043368-06-2026,PABLO CORTES,CORTES CONCRETE SOLUTIONS LLC,,3,Outside City Limits,238110,Contractor-Concrete/Found/Structural,5416468730,6/25/2018 0:00,27a9f1b5-1fb6-4a7a-96e4-29b7489731e7,,,,,,,,,,,PO BOX 1508,,,,,,,MEDFORD,OR,97501,6/1/2026 12:07,5/31/2027 12:07
BTAX-043430-06-2026,,JENNINGS PLUMBING & MECHANICAL,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5412615724,10/1/2010 0:00,1C3C1A42-E6D7-48E1-A96E-989C2E141D30,,,,,,,,,,,2733,GEORGIA ,,,ST,,,MEDFORD,OR,97501,6/10/2026 12:24,6/30/2027 12:24
BTAX-043437-06-2026,TERRY & DIANE  BUNTIN,"BUNTIN CONSTRUCTION, LLC      ",,4,Outside City Limits,236118,Const-Residential Remodeler,5417760032,3/10/2004 0:00,B2F6FD5C-DE24-453C-9BD2-A4A8EA2A059C,,,,,,,,,,,572,PARSON,,,DR,,,MEDFORD,OR,97501,6/11/2026 9:25,6/30/2027 9:25
BTAX-043460-06-2026,ROBERT RIVERO,"ROGUE VALLEY ROOFING, LLC",,6,Outside City Limits,238190,Contractor-General/Building Exterior,5417766620,6/1/2013 0:00,63f16b41-6a08-42d0-bb60-7082bcf024f0,,,,,,,,,,,PO BOX 1480,,,,,,,MEDFORD,OR,97501,6/15/2026 11:45,6/30/2027 11:45
BTAX-043479-06-2026,CHRISTINE  SWANSON,CHRISTINE SWANSON             ,,1,Inside City Limits,531110,Rental Units/Landlord,5414768038,10/16/2002 0:00,11651900-3439-4D8F-8316-2CED4BA7F261,4489,AVERILL,, ,DR,, ,GRANTS PASS,OR,97526,6045,HILLCREST,,,RD,,,MEDFORD,OR,97504,6/22/2026 11:05,3/31/2027 11:05
BTAX-043484-06-2026,Karl Hamasu,HAMFAM INC,SERVICEMASTER OF THE ROGUE,26,Inside City Limits,561720,Cleaning Service,5414797266,3/18/2019 0:00,0991ec89-c5aa-4ee1-b291-327a80fd81ae,,,,,,,,,,,531,PARSONS,,,DR,,,MEDFORD,OR,97501,6/22/2026 11:31,5/31/2027 11:31
BTAX-043494-06-2026,LAUREN BELLENBAUM,"TRANSFORM YOUTH AND FAMILY COUNSELING, LLC",,7,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,5415076400,3/25/2021 0:00,d3eefa2c-ef6d-4b92-8587-da28c6f75f2c,1692,LYNDA,,NE,LN,,STE C,GRANTS PASS,OR,97526,PO BOX 4365,,,,,,,MEDFORD,OR,97501,6/24/2026 9:47,6/30/2027 9:47
BTAX-043525-07-2026,JOHN LAWTON,CUT'N BREAK CONSTRUCTION      ,,4,Outside City Limits,238140,Contractor-Masonry,5417791482,1/24/1993 0:00,5E3F1321-FB60-457E-A38B-FC59A5D69342,519,FRONT,,N,ST,,SUITE B,MEDFORD,OR,97501,PO BOX 1455,,,,,,,MEDFORD,OR,97501,7/1/2026 13:55,7/31/2027 13:55
BTAX-043540-07-2026,BALWINDER & BHUPINDER SINGH,SKY 7 MARKET 6 LLC,FARMERS MARKET,12,Inside City Limits,445230,Retail-Misc Direct Selling Establishment,4083855647,7/6/2022 0:00,f2bace81-d2e1-4359-80b7-95c64bc386ea,603,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,424,PEACH,,S,ST,,,MEDFORD,OR,97501,7/2/2026 15:03,7/31/2027 15:03
BTAX-043559-07-2026,"HAPMAN,WEBBER,STEVENS  BLACK","BLACK, CHAPMAN, PETERSEN & STEVENS",,3,Inside City Limits,541110,Lawyer,5414743374,7/2/1987 0:00,6F3F444A-7C3F-4B20-AE0F-F40C28AD6EC7,307,E,,NW,ST,, ,GRANTS PASS,OR,97526,221,STEWART,,,AVE,,#209,MEDFORD,OR,97501,7/6/2026 12:54,7/31/2027 12:54
BTAX-043561-07-2026,,KNIFE RIVER MATERIALS  ,,2,Outside City Limits,238110,Contractor-Concrete/Found/Structural,5417702960,2/25/1997 0:00,25727688-E704-4A8D-B679-CFA5B7963CB5,3959,HAMRICK,,,RD,,,CENTRAL POINT,OR,97502,PO BOX 1145,,,,,,,MEDFORD,OR,97501,7/6/2026 13:45,7/31/2027 13:45
BTAX-043565-07-2026,SCOTT PINGLE PE SE,KAS & ASSOCIATES INC          ,,4,Inside City Limits,541330,Engineering Services,5414795801,8/5/2002 0:00,2B31CFC3-CF3F-4C6C-8063-52E2246839FF,1867,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,304,SOUTH HOLLY,,,ST,,,MEDFORD,OR,97501,7/6/2026 14:29,7/31/2027 14:29
BTAX-043574-07-2026,DONALD ENGLISH,"ACTION SECURITY, INC          ",,4,Outside City Limits,561612,Security Guard & Patrol Services,5417796596,3/19/2007 0:00,A3974FF7-C921-4A54-B103-BAC3024754DA,,,,,,,,,,,308,CENTRAL,,N,AVE,,,MEDFORD,OR,97501,7/7/2026 8:49,6/30/2027 8:49
BTAX-043575-07-2026,TANK PARRISH,WINTERS ELECTRIC LLC         ,,11,Outside City Limits,238210,Contractor-Electrical,5416644505,6/6/2011 0:00,BA17D616-4922-49FA-96CB-2B1010D6534F,2937,MERRIMAN,,,RD,,,MEDFORD,OR,97501,2937,MERRIMAN,,,RD,,,MEDFORD,OR,97501,7/7/2026 8:56,7/31/2027 8:56
BTAX-043602-07-2026,ADAM AUFDERHEIDE,RETINA CARE CENTER LLC,,9,Inside City Limits,621320,Medical-Optometrist,5418422020,1/1/2008 0:00,FB1051BD-4C19-4931-8DEE-BE1AE2A79C27,1236,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,748,STATE,,,ST,,,MEDFORD,OR,97504,7/7/2026 12:52,7/31/2027 12:52
BTAX-043619-07-2026,STEVE ROBERTS,EMR UNIVERSAL LLC DBA STEVE ROBERTS ELECTRIC,,4,Outside City Limits,238210,Contractor-Electrical,5418217906,1/1/2022 0:00,b4992f48-9509-444b-9202-9bd2c7ad104c,1223,VALLEY VIEW,,,,,,MEDFORD,OR,97504,P.O BOX 1832,,,,,,,MEDFORD,OR,97501,7/8/2026 11:32,3/31/2027 11:32
BTAX-043645-07-2026,JOHN  NEILSON,NEILSON RESEARCH CORPORATION  ,,1,Inside City Limits,541380,Laboratory,5417705678,4/14/2014 0:00,B838F86C-D934-4FAD-B504-4903AD368CD4,400,G,,SE,ST,,,GRANTS PASS,OR,97526,245,SOUTH GRAPE,,,ST,,,MEDFORD,OR,97501,7/9/2026 10:13,7/31/2027 10:13
BTAX-043662-07-2026,MICHELLE ROGERS,NEW FOUNDATIONS PROPERTY MANAGEMENT,,2,Outside City Limits,531311,Property Management,5415201576,1/4/2016 0:00,ac81031b-82d7-4410-8fee-c592d7a96391,,,,,,,,,,,PO BOX 231,,,,,,,MEDFORD,OR,97501,7/9/2026 12:24,7/31/2027 12:24
BTAX-043709-07-2026,JACK SCHMIDT,PRECISION ELECTRIC CONTRACTORS,,2,Outside City Limits,238210,Contractor-Electrical,5417736279,3/20/1997 0:00,F865C5DA-02D8-4D80-9625-C41CF1F4543F,,,,,,,,,,,425,FRONT,,N,ST,,,MEDFORD,OR,97501,7/10/2026 11:42,7/31/2027 11:42
BTAX-043727-07-2026,KEVIN LAMSON,HEARTS WITH A MISSION,,48,Inside City Limits,624221,Social Svcs-Temporary Shelter,5416467385,7/1/2016 0:00,981e8a87-7648-4eea-a9ef-5708a6238c50,1504,9TH,,NE,ST,, ,GRANTS PASS,OR,97526,711,MEDFORD CENTER #334,,,,,,MEDFORD,OR,97504,7/10/2026 13:54,7/31/2027 13:54
BTAX-043738-07-2026,,COB INC,K O B I - TV,1,Outside City Limits,516120,TV-Television Broadcasting,5417795555,7/1/1987 0:00,07EA08A3-8B3D-4A89-8543-05892DC9252B,,,,,,,,,,,PO BOX 1489,,,,,,,MEDFORD,OR,97501,7/10/2026 15:08,7/31/2027 15:08
BTAX-043751-07-2026,,SOUTHERN OREGON CARDIOLOGY LLC,,23,Inside City Limits,621111,Medical-Physician,5419307223,1/1/2010 0:00,708EA9E2-5FB5-4EA4-9857-2635118B3252,520,RAMSEY,,SW,AVE,,SUITE 204,GRANTS PASS,OR,97527,520,MEDICAL CENTER,,,DR,,#200,MEDFORD,OR,975044314,7/14/2026 10:36,7/31/2027 10:36
BTAX-043752-07-2026,,PACIFIC ELECTRICAL CONTRACTORS,,7,Outside City Limits,238210,Contractor-Electrical,5417737751,8/1/1996 0:00,9E78969F-60F4-40D4-A56C-93AAF9F37120,920,GRAPE,,S,ST,,,MEDFORD,OR,97501,920,GRAPE,,S,ST,,,MEDFORD,OR,97501,7/14/2026 10:39,7/31/2027 10:39
BTAX-043770-07-2026,CHAD FITZGERALD,FITZGERALD GAS SERVICES LLC,,5,Outside City Limits,238990,Contractor-Trade/Specialty,5419414020,8/1/2016 0:00,4aafcfde-5bb9-4924-b4a2-aac16615498b,503,GIRARD,,,CIR,,,MEDFORD,OR,97504,PO BOX 4314,,,,,,,MEDFORD,OR,97501,7/14/2026 12:22,7/31/2027 12:22
BTAX-043800-07-2026,RAYMUNDO VALDIVIA,VALDIVIA LLC,BOBABLASTIC,2,Outside City Limits,722330,Food-Mobile/Ice Cream Truck,5416224875,4/27/2021 0:00,ad2faa8b-710a-41e5-b47f-c00a1cfa74bc,836,AUTUMN PARK,,NE,ST,,,GRANTS PASS,OR,97526,2601,PALOMA,,,AVE,,,MEDFORD,OR,97504,7/14/2026 16:19,7/31/2027 16:19
BTAX-043801-07-2026,RAYMUNDO VALDIVIA,VALDIVIA LLC,BOBABLASTIC,2,Outside City Limits,722330,Food-Mobile/Ice Cream Truck,5416224875,4/27/2021 0:00,ad2faa8b-710a-41e5-b47f-c00a1cfa74bc,836,AUTUMN PARK,,NE,ST,,,GRANTS PASS,OR,97526,2601,PALOMA,,,AVE,,,MEDFORD,OR,97504,7/14/2026 16:21,7/31/2027 16:21
BTAX-043802-07-2026,KYLE KERN,JAM CONSTRUCTION INC,JAM ROOFING,12,Outside City Limits,238160,Roofing,5417767663,7/26/2018 0:00,eb827328-7196-42f0-825a-f4c5a13d581f,918,CHEVY,,,WAY,,,MEDFORD,OR,97504,918,CHEVY,,,WAY,,,MEDFORD,OR,97504,7/15/2026 9:30,7/31/2027 9:30
